rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,stoch1,stoch2,stoch3,stoch4,stoch5,stoch6,ema20Slope1,ema20Slope2,ema20Slope3,ema20Slope4,ema20Slope5,ema20Slope6,ema50Slope1,ema50Slope2,ema50Slope3,ema50Slope4,ema50Slope5,ema50Slope6,ema100Slope1,ema100Slope2,ema100Slope3,ema100Slope4,ema100Slope5,ema100Slope6,ema200Slope1,ema200Slope2,ema200Slope3,ema200Slope4,ema200Slope5,ema200Slope6,std1,std2,std3,std4,std5,std6,mom1,mom2,mom3,mom4,mom5,mom6,BB_up_percen1,BB_up_percen2,BB_up_percen3,BB_up_percen4,BB_up_percen5,BB_up_percen6,cci1,cci2,cci3,cci4,cci5,cci6,force1,force2,force3,force4,force5,force6,macd1,macd2,macd3,macd4,macd5,macd6,bearsPower1,bearsPower2,bearsPower3,bearsPower4,bearsPower5,bearsPower6,bullsPower1,bullsPower2,bullsPower3,bullsPower4,bullsPower5,bullsPower6,WPR1,WPR2,WPR3,WPR4,WPR5,WPR6,close1,close2,close3,close4,close5,close6,hour,dayOfWeek,tipo
61.9,57.19,49.99,55.84,56.82,57.92,62.36,44.92,37.84,53.27,71.3,81.84,0.00076,0.00045,0.00002,0.00034,0.00043,0.00053,0.00026,0.00012,-0.00006,0.00006,0.00009,0.00011,0.00011,0.00004,-0.00005,0.00001,0.00002,0.00003,-1.08701,0.00002,-0.00003,0,0.00001,0.00001,0.00716,0.00701,0.00689,0.00689,0.00668,0.00639,101.73,101.43,100.91,101.04,101.22,101.29,0.9,0.81,0.65,0.78,0.83,0.87,109.05,66.57,21.18,71.96,87.84,124.1,28.64,59.56,28.24,29.49,13,21.51,0.00143,0.00094,0.00067,0.00079,0.00062,0.00034,0.0023,-0.00189,-0.00437,0.00072,0.00289,0.00341,0.00672,0.00642,0.00305,0.00521,0.00473,0.00959,-7.43,-22.89,-43.09,-29.53,-27.38,-24.87,1.0924,1.0924,1.0924,1.0924,1.0924,1.0924,0,1,0
63.42,61.9,57.19,49.99,55.84,56.82,80.46,62.36,44.92,37.84,53.27,71.3,0.00081,0.00076,0.00045,0.00002,0.00034,0.00043,0.0003,0.00026,0.00012,-0.00006,0.00006,0.00009,0.00014,0.00011,0.00004,-0.00005,0.00001,0.00002,-1.08707,0.00005,0.00002,-0.00003,0,0.00001,0.0073,0.00716,0.00701,0.00689,0.00689,0.00668,101.7,101.73,101.43,100.91,101.04,101.22,0.9,0.9,0.81,0.65,0.78,0.83,140.96,109.05,66.57,21.18,71.96,87.84,27.82,28.64,59.56,28.24,29.49,13,0.0019,0.00143,0.00094,0.00067,0.00079,0.00062,0.00437,0.0023,-0.00189,-0.00437,0.00072,0.00289,0.00963,0.00672,0.00642,0.00305,0.00521,0.00473,-14.52,-7.43,-22.89,-43.09,-29.53,-27.38,1.0937,1.0937,1.0937,1.0937,1.0937,1.0937,4,1,1
59.52,63.42,61.9,57.19,49.99,55.84,80.56,80.46,62.36,44.92,37.84,53.27,0.00054,0.00081,0.00076,0.00045,0.00002,0.00034,0.00021,0.0003,0.00026,0.00012,-0.00006,0.00006,0.0001,0.00014,0.00011,0.00004,-0.00005,0.00001,-1.08713,0.00007,0.00005,0.00002,-0.00003,0,0.00715,0.0073,0.00716,0.00701,0.00689,0.00689,101.28,101.7,101.73,101.43,100.91,101.04,0.8,0.9,0.9,0.81,0.65,0.78,95.17,140.96,109.05,66.57,21.18,71.96,11.14,27.82,28.64,59.56,28.24,29.49,0.00209,0.0019,0.00143,0.00094,0.00067,0.00079,0.0028,0.00437,0.0023,-0.00189,-0.00437,0.00072,0.00579,0.00963,0.00672,0.00642,0.00305,0.00521,-26.08,-14.52,-7.43,-22.89,-43.09,-29.53,1.0918,1.0918,1.0918,1.0918,1.0918,1.0918,8,1,1
53.63,59.52,63.42,61.9,57.19,49.99,64.13,80.56,80.46,62.36,44.92,37.84,0.00018,0.00054,0.00081,0.00076,0.00045,0.00002,0.00008,0.00021,0.0003,0.00026,0.00012,-0.00006,0.00003,0.0001,0.00014,0.00011,0.00004,-0.00005,-1.08718,0.00005,0.00007,0.00005,0.00002,-0.00003,0.00682,0.00715,0.0073,0.00716,0.00701,0.00689,100.77,101.28,101.7,101.73,101.43,100.91,0.66,0.8,0.9,0.9,0.81,0.65,40.38,95.17,140.96,109.05,66.57,21.18,12.17,11.14,27.82,28.64,59.56,28.24,0.00195,0.00209,0.0019,0.00143,0.00094,0.00067,-0.00086,0.0028,0.00437,0.0023,-0.00189,-0.00437,0.00531,0.00579,0.00963,0.00672,0.00642,0.00305,-42.41,-26.08,-14.52,-7.43,-22.89,-43.09,1.0885,1.0885,1.0885,1.0885,1.0885,1.0885,12,1,1
52.86,53.63,59.52,63.42,61.9,57.19,43.85,64.13,80.56,80.46,62.36,44.92,0.00012,0.00018,0.00054,0.00081,0.00076,0.00045,0.00006,0.00008,0.00021,0.0003,0.00026,0.00012,0.00002,0.00003,0.0001,0.00014,0.00011,0.00004,-1.08719,0.00001,0.00005,0.00007,0.00005,0.00002,0.00628,0.00682,0.00715,0.0073,0.00716,0.00701,100.5,100.77,101.28,101.7,101.73,101.43,0.62,0.66,0.8,0.9,0.9,0.81,14.73,40.38,95.17,140.96,109.05,66.57,8.01,12.17,11.14,27.82,28.64,59.56,0.00179,0.00195,0.00209,0.0019,0.00143,0.00094,-0.00011,-0.00086,0.0028,0.00437,0.0023,-0.00189,0.00292,0.00531,0.00579,0.00963,0.00672,0.00642,-44.62,-42.41,-26.08,-14.52,-7.43,-22.89,1.0881,1.0881,1.0881,1.0881,1.0881,1.0881,16,1,1
52.86,52.86,53.63,59.52,63.42,61.9,26.43,43.85,64.13,80.56,80.46,62.36,0.00011,0.00012,0.00018,0.00054,0.00081,0.00076,0.00006,0.00006,0.00008,0.00021,0.0003,0.00026,0.00002,0.00002,0.00003,0.0001,0.00014,0.00011,-1.0872,0.00001,0.00001,0.00005,0.00007,0.00005,0.00553,0.00628,0.00682,0.00715,0.0073,0.00716,100.33,100.5,100.77,101.28,101.7,101.73,0.6,0.62,0.66,0.8,0.9,0.9,-35.82,14.73,40.38,95.17,140.96,109.05,7.02,8.01,12.17,11.14,27.82,28.64,0.00164,0.00179,0.00195,0.00209,0.0019,0.00143,-0.0033,-0.00011,-0.00086,0.0028,0.00437,0.0023,0.00191,0.00292,0.00531,0.00579,0.00963,0.00672,-53.21,-44.62,-42.41,-26.08,-14.52,-7.43,1.0881,1.0881,1.0881,1.0881,1.0881,1.0881,20,1,1
48.7,52.86,52.86,53.63,59.52,63.42,17.04,26.43,43.85,64.13,80.56,80.46,-0.00012,0.00011,0.00012,0.00018,0.00054,0.00081,-0.00004,0.00006,0.00006,0.00008,0.00021,0.0003,-0.00003,0.00002,0.00002,0.00003,0.0001,0.00014,-1.08721,0.00001,0.00001,0.00001,0.00005,0.00007,0.00468,0.00553,0.00628,0.00682,0.00715,0.0073,100,100.33,100.5,100.77,101.28,101.7,0.46,0.6,0.62,0.66,0.8,0.9,-63.42,-35.82,14.73,40.38,95.17,140.96,-0.64,7.02,8.01,12.17,11.14,27.82,0.00133,0.00164,0.00179,0.00195,0.00209,0.0019,-0.00276,-0.0033,-0.00011,-0.00086,0.0028,0.00437,0.00211,0.00191,0.00292,0.00531,0.00579,0.00963,-66.87,-53.21,-44.62,-42.41,-26.08,-14.52,1.0858,1.0858,1.0858,1.0858,1.0858,1.0858,0,2,1
52.02,48.04,48.7,52.86,52.86,53.63,23.19,18.77,17.04,26.43,43.85,64.13,0.00007,-0.00014,-0.00012,0.00011,0.00012,0.00018,0.00003,-0.00005,-0.00004,0.00006,0.00006,0.00008,0.00001,-0.00003,-0.00003,0.00002,0.00002,0.00003,-1.08718,-0.00002,-0.00001,0.00001,0.00001,0.00001,0.0034,0.00394,0.00468,0.00553,0.00628,0.00682,99.51,99.93,100,100.33,100.5,100.77,0.5,0.4,0.46,0.6,0.62,0.66,-47.98,-111.14,-63.42,-35.82,14.73,40.38,-0.9,-8.39,-0.64,7.02,8.01,12.17,0.00096,0.00104,0.00133,0.00164,0.00179,0.00195,-0.00202,-0.00331,-0.00276,-0.0033,-0.00011,-0.00086,0.00102,-0.00085,0.00211,0.00191,0.00292,0.00531,-56.5,-69.08,-66.87,-53.21,-44.62,-42.41,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,8,2,1
47.47,48.4,52.02,48.04,48.7,52.86,35.11,28.69,23.19,18.77,17.04,26.43,-0.00015,-0.00012,0.00007,-0.00014,-0.00012,0.00011,-0.00006,-0.00004,0.00003,-0.00005,-0.00004,0.00006,-0.00004,-0.00003,0.00001,-0.00003,-0.00003,0.00002,-1.08717,-0.00002,0,-0.00002,-0.00001,0.00001,0.00306,0.00311,0.0034,0.00394,0.00468,0.00553,99.76,99.75,99.51,99.93,100,100.33,0.25,0.32,0.5,0.4,0.46,0.6,-102.47,-46.01,-47.98,-111.14,-63.42,-35.82,-5.38,-5.07,-0.9,-8.39,-0.64,7.02,0.00052,0.00074,0.00096,0.00104,0.00133,0.00164,-0.0036,-0.00175,-0.00202,-0.00331,-0.00276,-0.0033,-0.00083,0.00282,0.00102,-0.00085,0.00211,0.00191,-70.88,-67.88,-56.5,-69.08,-66.87,-53.21,1.0851,1.0851,1.0851,1.0851,1.0851,1.0851,16,2,0
45.14,47.47,48.4,52.02,48.04,48.7,25.99,35.11,28.69,23.19,18.77,17.04,-0.00026,-0.00015,-0.00012,0.00007,-0.00014,-0.00012,-0.00011,-0.00006,-0.00004,0.00003,-0.00005,-0.00004,-0.00006,-0.00004,-0.00003,0.00001,-0.00003,-0.00003,-1.08715,-0.00002,-0.00002,0,-0.00002,-0.00001,0.0032,0.00306,0.00311,0.0034,0.00394,0.00468,99.69,99.76,99.75,99.51,99.93,100,0.15,0.25,0.32,0.5,0.4,0.46,-111.58,-102.47,-46.01,-47.98,-111.14,-63.42,-0.98,-5.38,-5.07,-0.9,-8.39,-0.64,0.00024,0.00052,0.00074,0.00096,0.00104,0.00133,-0.00453,-0.0036,-0.00175,-0.00202,-0.00331,-0.00276,-0.00041,-0.00083,0.00282,0.00102,-0.00085,0.00211,-78.31,-70.88,-67.88,-56.5,-69.08,-66.87,1.0839,1.0839,1.0839,1.0839,1.0839,1.0839,20,2,0
49.05,45.14,47.47,48.4,52.02,48.04,33.29,25.99,35.11,28.69,23.19,18.77,-0.00006,-0.00026,-0.00015,-0.00012,0.00007,-0.00014,-0.00003,-0.00011,-0.00006,-0.00004,0.00003,-0.00005,-0.00002,-0.00006,-0.00004,-0.00003,0.00001,-0.00003,-1.08712,-0.00003,-0.00002,-0.00002,0,-0.00002,0.00323,0.0032,0.00306,0.00311,0.0034,0.00394,100.14,99.69,99.76,99.75,99.51,99.93,0.31,0.15,0.25,0.32,0.5,0.4,-73.91,-111.58,-102.47,-46.01,-47.98,-111.14,-5.63,-0.98,-5.38,-5.07,-0.9,-8.39,0.00017,0.00024,0.00052,0.00074,0.00096,0.00104,-0.00333,-0.00453,-0.0036,-0.00175,-0.00202,-0.00331,0.00138,-0.00041,-0.00083,0.00282,0.00102,-0.00085,-74.93,-78.31,-70.88,-67.88,-56.5,-69.08,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,0,3,1
43.02,49.05,45.14,47.47,48.4,52.02,25.72,33.29,25.99,35.11,28.69,23.19,-0.00037,-0.00006,-0.00026,-0.00015,-0.00012,0.00007,-0.00016,-0.00003,-0.00011,-0.00006,-0.00004,0.00003,-0.00009,-0.00002,-0.00006,-0.00004,-0.00003,0.00001,-1.0871,-0.00001,-0.00003,-0.00002,-0.00002,0,0.00351,0.00323,0.0032,0.00306,0.00311,0.0034,99.41,100.14,99.69,99.76,99.75,99.51,0.07,0.31,0.15,0.25,0.32,0.5,-112.67,-73.91,-111.58,-102.47,-46.01,-47.98,-12.56,-5.63,-0.98,-5.38,-5.07,-0.9,-0.00016,0.00017,0.00024,0.00052,0.00074,0.00096,-0.00382,-0.00333,-0.00453,-0.0036,-0.00175,-0.00202,0.00014,0.00138,-0.00041,-0.00083,0.00282,0.00102,-96.81,-74.93,-78.31,-70.88,-67.88,-56.5,1.0824,1.0824,1.0824,1.0824,1.0824,1.0824,4,3,0
44.16,43.02,49.05,45.14,47.47,48.4,26.71,25.72,33.29,25.99,35.11,28.69,-0.00028,-0.00037,-0.00006,-0.00026,-0.00015,-0.00012,-0.00013,-0.00016,-0.00003,-0.00011,-0.00006,-0.00004,-0.00008,-0.00009,-0.00002,-0.00006,-0.00004,-0.00003,-1.08706,-0.00005,-0.00001,-0.00003,-0.00002,-0.00002,0.00334,0.00351,0.00323,0.0032,0.00306,0.00311,99.13,99.41,100.14,99.69,99.76,99.75,0.14,0.07,0.31,0.15,0.25,0.32,-124.54,-112.67,-73.91,-111.58,-102.47,-46.01,-15.61,-12.56,-5.63,-0.98,-5.38,-5.07,-0.00037,-0.00016,0.00017,0.00024,0.00052,0.00074,-0.00429,-0.00382,-0.00333,-0.00453,-0.0036,-0.00175,-0.00191,0.00014,0.00138,-0.00041,-0.00083,0.00282,-88.48,-96.81,-74.93,-78.31,-70.88,-67.88,1.0829,1.0829,1.0829,1.0829,1.0829,1.0829,8,3,0
42.36,44.16,43.02,49.05,45.14,47.47,17.01,26.71,25.72,33.29,25.99,35.11,-0.00035,-0.00028,-0.00037,-0.00006,-0.00026,-0.00015,-0.00017,-0.00013,-0.00016,-0.00003,-0.00011,-0.00006,-0.0001,-0.00008,-0.00009,-0.00002,-0.00006,-0.00004,-1.08701,-0.00004,-0.00005,-0.00001,-0.00003,-0.00002,0.00353,0.00334,0.00351,0.00323,0.0032,0.00306,98.92,99.13,99.41,100.14,99.69,99.76,0.11,0.14,0.07,0.31,0.15,0.25,-121.92,-124.54,-112.67,-73.91,-111.58,-102.47,-23.9,-15.61,-12.56,-5.63,-0.98,-5.38,-0.00061,-0.00037,-0.00016,0.00017,0.00024,0.00052,-0.00438,-0.00429,-0.00382,-0.00333,-0.00453,-0.0036,-0.00111,-0.00191,0.00014,0.00138,-0.00041,-0.00083,-89.29,-88.48,-96.81,-74.93,-78.31,-70.88,1.0819,1.0819,1.0819,1.0819,1.0819,1.0819,12,3,0
45.11,42.36,44.16,43.02,49.05,45.14,27.67,17.01,26.71,25.72,33.29,25.99,-0.00021,-0.00035,-0.00028,-0.00037,-0.00006,-0.00026,-0.00012,-0.00017,-0.00013,-0.00016,-0.00003,-0.00011,-0.00007,-0.0001,-0.00008,-0.00009,-0.00002,-0.00006,-1.08696,-0.00005,-0.00004,-0.00005,-0.00001,-0.00003,0.00361,0.00353,0.00334,0.00351,0.00323,0.0032,99.2,98.92,99.13,99.41,100.14,99.69,0.23,0.11,0.14,0.07,0.31,0.15,-107.78,-121.92,-124.54,-112.67,-73.91,-111.58,-12.57,-23.9,-15.61,-12.56,-5.63,-0.98,-0.0007,-0.00061,-0.00037,-0.00016,0.00017,0.00024,-0.00416,-0.00438,-0.00429,-0.00382,-0.00333,-0.00453,-0.00148,-0.00111,-0.00191,0.00014,0.00138,-0.00041,-79.84,-89.29,-88.48,-96.81,-74.93,-78.31,1.0831,1.0831,1.0831,1.0831,1.0831,1.0831,16,3,0
49.5,45.11,42.36,44.16,43.02,49.05,38.43,27.67,17.01,26.71,25.72,33.29,-0.00001,-0.00021,-0.00035,-0.00028,-0.00037,-0.00006,-0.00003,-0.00012,-0.00017,-0.00013,-0.00016,-0.00003,-0.00003,-0.00007,-0.0001,-0.00008,-0.00009,-0.00002,-1.08692,-0.00004,-0.00005,-0.00004,-0.00005,-0.00001,0.00357,0.00361,0.00353,0.00334,0.00351,0.00323,99.67,99.2,98.92,99.13,99.41,100.14,0.38,0.23,0.11,0.14,0.07,0.31,0.06,-107.78,-121.92,-124.54,-112.67,-73.91,-9.87,-12.57,-23.9,-15.61,-12.56,-5.63,-0.00061,-0.0007,-0.00061,-0.00037,-0.00016,0.00017,-0.0023,-0.00416,-0.00438,-0.00429,-0.00382,-0.00333,0.00353,-0.00148,-0.00111,-0.00191,0.00014,0.00138,-56.94,-79.84,-89.29,-88.48,-96.81,-74.93,1.085,1.085,1.085,1.085,1.085,1.085,20,3,0
54.71,49.5,45.11,42.36,44.16,43.02,61.22,38.43,27.67,17.01,26.71,25.72,0.00024,-0.00001,-0.00021,-0.00035,-0.00028,-0.00037,0.00007,-0.00003,-0.00012,-0.00017,-0.00013,-0.00016,0.00002,-0.00003,-0.00007,-0.0001,-0.00008,-0.00009,-1.08691,-0.00002,-0.00004,-0.00005,-0.00004,-0.00005,0.00351,0.00357,0.00361,0.00353,0.00334,0.00351,99.95,99.67,99.2,98.92,99.13,99.41,0.57,0.38,0.23,0.11,0.14,0.07,76.98,0.06,-107.78,-121.92,-124.54,-112.67,-1.09,-9.87,-12.57,-23.9,-15.61,-12.56,-0.00033,-0.00061,-0.0007,-0.00061,-0.00037,-0.00016,-0.00067,-0.0023,-0.00416,-0.00438,-0.00429,-0.00382,0.00361,0.00353,-0.00148,-0.00111,-0.00191,0.00014,-25.39,-56.94,-79.84,-89.29,-88.48,-96.81,1.0876,1.0876,1.0876,1.0876,1.0876,1.0876,0,4,0
55.61,54.71,49.5,45.11,42.36,44.16,76.73,61.22,38.43,27.67,17.01,26.71,0.00026,0.00024,-0.00001,-0.00021,-0.00035,-0.00028,0.00008,0.00007,-0.00003,-0.00012,-0.00017,-0.00013,0.00003,0.00002,-0.00003,-0.00007,-0.0001,-0.00008,-1.08691,0.00001,-0.00002,-0.00004,-0.00005,-0.00004,0.00338,0.00351,0.00357,0.00361,0.00353,0.00334,100,99.95,99.67,99.2,98.92,99.13,0.61,0.57,0.38,0.23,0.11,0.14,129.5,76.98,0.06,-107.78,-121.92,-124.54,3.34,-1.09,-9.87,-12.57,-23.9,-15.61,-0.00006,-0.00033,-0.00061,-0.0007,-0.00061,-0.00037,0.00181,-0.00067,-0.0023,-0.00416,-0.00438,-0.00429,0.00401,0.00361,0.00353,-0.00148,-0.00111,-0.00191,-20.46,-25.39,-56.94,-79.84,-89.29,-88.48,1.088,1.088,1.088,1.088,1.088,1.088,4,4,0
55.13,55.61,54.71,49.5,45.11,42.36,83.29,76.73,61.22,38.43,27.67,17.01,0.00022,0.00026,0.00024,-0.00001,-0.00021,-0.00035,0.00007,0.00008,0.00007,-0.00003,-0.00012,-0.00017,0.00003,0.00003,0.00002,-0.00003,-0.00007,-0.0001,-1.08692,0.00001,0.00001,-0.00002,-0.00004,-0.00005,0.003,0.00338,0.00351,0.00357,0.00361,0.00353,100.19,100,99.95,99.67,99.2,98.92,0.62,0.61,0.57,0.38,0.23,0.11,121.13,129.5,76.98,0.06,-107.78,-121.92,2.68,3.34,-1.09,-9.87,-12.57,-23.9,0.00013,-0.00006,-0.00033,-0.00061,-0.0007,-0.00061,0.00171,0.00181,-0.00067,-0.0023,-0.00416,-0.00438,0.00383,0.00401,0.00361,0.00353,-0.00148,-0.00111,-22.46,-20.46,-25.39,-56.94,-79.84,-89.29,1.0878,1.0878,1.0878,1.0878,1.0878,1.0878,8,4,0
59.71,55.13,55.61,54.71,49.5,45.11,77.12,83.29,76.73,61.22,38.43,27.67,0.00042,0.00022,0.00026,0.00024,-0.00001,-0.00021,0.00016,0.00007,0.00008,0.00007,-0.00003,-0.00012,0.00007,0.00003,0.00003,0.00002,-0.00003,-0.00007,-1.08693,0.00001,0.00001,0.00001,-0.00002,-0.00004,0.00257,0.003,0.00338,0.00351,0.00357,0.00361,100.44,100.19,100,99.95,99.67,99.2,0.89,0.62,0.61,0.57,0.38,0.23,137.33,121.13,129.5,76.98,0.06,-107.78,7.34,2.68,3.34,-1.09,-9.87,-12.57,0.00046,0.00013,-0.00006,-0.00033,-0.00061,-0.0007,-0.00108,0.00171,0.00181,-0.00067,-0.0023,-0.00416,0.00718,0.00383,0.00401,0.00361,0.00353,-0.00148,-26.23,-22.46,-20.46,-25.39,-56.94,-79.84,1.0902,1.0902,1.0902,1.0902,1.0902,1.0902,12,4,1
57.81,59.71,55.13,55.61,54.71,49.5,66.79,77.12,83.29,76.73,61.22,38.43,0.00031,0.00042,0.00022,0.00026,0.00024,-0.00001,0.00013,0.00016,0.00007,0.00008,0.00007,-0.00003,0.00006,0.00007,0.00003,0.00003,0.00002,-0.00003,-1.08697,0.00003,0.00001,0.00001,0.00001,-0.00002,0.00239,0.00257,0.003,0.00338,0.00351,0.00357,100.18,100.44,100.19,100,99.95,99.67,0.86,0.89,0.62,0.61,0.57,0.38,139.45,137.33,121.13,129.5,76.98,0.06,12.64,7.34,2.68,3.34,-1.09,-9.87,0.00066,0.00046,0.00013,-0.00006,-0.00033,-0.00061,0.00131,-0.00108,0.00171,0.00181,-0.00067,-0.0023,0.00739,0.00718,0.00383,0.00401,0.00361,0.00353,-34.71,-26.23,-22.46,-20.46,-25.39,-56.94,1.0895,1.0895,1.0895,1.0895,1.0895,1.0895,16,4,1
49.6,57.81,59.71,55.13,55.61,54.71,48.64,66.79,77.12,83.29,76.73,61.22,-0.00004,0.00031,0.00042,0.00022,0.00026,0.00024,-0.00001,0.00013,0.00016,0.00007,0.00008,0.00007,-0.00001,0.00006,0.00007,0.00003,0.00003,0.00002,-1.08699,0.00003,0.00003,0.00001,0.00001,0.00001,0.00234,0.00239,0.00257,0.003,0.00338,0.00351,100.04,100.18,100.44,100.19,100,99.95,0.51,0.86,0.89,0.62,0.61,0.57,37.57,139.45,137.33,121.13,129.5,76.98,3.53,12.64,7.34,2.68,3.34,-1.09,0.00055,0.00066,0.00046,0.00013,-0.00006,-0.00033,-0.00336,0.00131,-0.00108,0.00171,0.00181,-0.00067,0.00496,0.00739,0.00718,0.00383,0.00401,0.00361,-59.15,-34.71,-26.23,-22.46,-20.46,-25.39,1.0861,1.0861,1.0861,1.0861,1.0861,1.0861,20,4,0
50.12,49.6,57.81,59.71,55.13,55.61,33.79,48.64,66.79,77.12,83.29,76.73,-0.00001,-0.00004,0.00031,0.00042,0.00022,0.00026,0,-0.00001,0.00013,0.00016,0.00007,0.00008,-0.00001,-0.00001,0.00006,0.00007,0.00003,0.00003,-1.08698,-0.00001,0.00003,0.00003,0.00001,0.00001,0.00231,0.00234,0.00239,0.00257,0.003,0.00338,100.11,100.04,100.18,100.44,100.19,100,0.55,0.51,0.86,0.89,0.62,0.61,3.74,37.57,139.45,137.33,121.13,129.5,3.95,3.53,12.64,7.34,2.68,3.34,0.00046,0.00055,0.00066,0.00046,0.00013,-0.00006,-0.00209,-0.00336,0.00131,-0.00108,0.00171,0.00181,0.00024,0.00496,0.00739,0.00718,0.00383,0.00401,-57.48,-59.15,-34.71,-26.23,-22.46,-20.46,1.0863,1.0863,1.0863,1.0863,1.0863,1.0863,0,5,0
52.13,50.12,49.6,57.81,59.71,55.13,28.83,33.79,48.64,66.79,77.12,83.29,0.00007,-0.00001,-0.00004,0.00031,0.00042,0.00022,0.00003,0,-0.00001,0.00013,0.00016,0.00007,0.00001,-0.00001,-0.00001,0.00006,0.00007,0.00003,-1.08698,-0.00001,-0.00001,0.00003,0.00003,0.00001,0.00231,0.00231,0.00234,0.00239,0.00257,0.003,100.31,100.11,100.04,100.18,100.44,100.19,0.65,0.55,0.51,0.86,0.89,0.62,23.66,3.74,37.57,139.45,137.33,121.13,1.74,3.95,3.53,12.64,7.34,2.68,0.00047,0.00046,0.00055,0.00066,0.00046,0.00013,-0.00136,-0.00209,-0.00336,0.00131,-0.00108,0.00171,0.00109,0.00024,0.00496,0.00739,0.00718,0.00383,-51.19,-57.48,-59.15,-34.71,-26.23,-22.46,1.0872,1.0872,1.0872,1.0872,1.0872,1.0872,4,5,0
53.56,52.13,50.12,49.6,57.81,59.71,34.1,28.83,33.79,48.64,66.79,77.12,0.00012,0.00007,-0.00001,-0.00004,0.00031,0.00042,0.00006,0.00003,0,-0.00001,0.00013,0.00016,0.00002,0.00001,-0.00001,-0.00001,0.00006,0.00007,-1.08698,0,-0.00001,-0.00001,0.00003,0.00003,0.00235,0.00231,0.00231,0.00234,0.00239,0.00257,100.2,100.31,100.11,100.04,100.18,100.44,0.71,0.65,0.55,0.51,0.86,0.89,47.78,23.66,3.74,37.57,139.45,137.33,6.94,1.74,3.95,3.53,12.64,7.34,0.00051,0.00047,0.00046,0.00055,0.00066,0.00046,-0.00012,-0.00136,-0.00209,-0.00336,0.00131,-0.00108,0.00198,0.00109,0.00024,0.00496,0.00739,0.00718,-46.71,-51.19,-57.48,-59.15,-34.71,-26.23,1.0878,1.0878,1.0878,1.0878,1.0878,1.0878,8,5,0
59.21,53.56,52.13,50.12,49.6,57.81,50.8,34.1,28.83,33.79,48.64,66.79,0.00037,0.00012,0.00007,-0.00001,-0.00004,0.00031,0.00016,0.00006,0.00003,0,-0.00001,0.00013,0.00007,0.00002,0.00001,-0.00001,-0.00001,0.00006,-1.08699,0.00001,0,-0.00001,-0.00001,0.00003,0.00258,0.00235,0.00231,0.00231,0.00234,0.00239,100.75,100.2,100.31,100.11,100.04,100.18,0.94,0.71,0.65,0.55,0.51,0.86,84.71,47.78,23.66,3.74,37.57,139.45,20.72,6.94,1.74,3.95,3.53,12.64,0.00075,0.00051,0.00047,0.00046,0.00055,0.00066,-0.00139,-0.00012,-0.00136,-0.00209,-0.00336,0.00131,0.00429,0.00198,0.00109,0.00024,0.00496,0.00739,-27.48,-46.71,-51.19,-57.48,-59.15,-34.71,1.0905,1.0905,1.0905,1.0905,1.0905,1.0905,12,5,0
67.51,59.21,53.56,52.13,50.12,49.6,68.27,50.8,34.1,28.83,33.79,48.64,0.00083,0.00037,0.00012,0.00007,-0.00001,-0.00004,0.00036,0.00016,0.00006,0.00003,0,-0.00001,0.00018,0.00007,0.00002,0.00001,-0.00001,-0.00001,-1.08702,0.00003,0.00001,0,-0.00001,-0.00001,0.00342,0.00258,0.00235,0.00231,0.00231,0.00234,101.18,100.75,100.2,100.31,100.11,100.04,1.21,0.94,0.71,0.65,0.55,0.51,197.57,84.71,47.78,23.66,3.74,37.57,41.21,20.72,6.94,1.74,3.95,3.53,0.00135,0.00075,0.00051,0.00047,0.00046,0.00055,0.00035,-0.00139,-0.00012,-0.00136,-0.00209,-0.00336,0.00982,0.00429,0.00198,0.00109,0.00024,0.00496,-15.35,-27.48,-46.71,-51.19,-57.48,-59.15,1.0957,1.0957,1.0957,1.0957,1.0957,1.0957,16,5,1
65.92,67.51,59.21,53.56,52.13,50.12,79.11,68.27,50.8,34.1,28.83,33.79,0.00069,0.00083,0.00037,0.00012,0.00007,-0.00001,0.00032,0.00036,0.00016,0.00006,0.00003,0,0.00016,0.00018,0.00007,0.00002,0.00001,-0.00001,-1.08711,0.00009,0.00003,0.00001,0,-0.00001,0.00395,0.00342,0.00258,0.00235,0.00231,0.00231,101.22,101.18,100.75,100.2,100.31,100.11,1.04,1.21,0.94,0.71,0.65,0.55,188.06,197.57,84.71,47.78,23.66,3.74,48.03,41.21,20.72,6.94,1.74,3.95,0.00175,0.00135,0.00075,0.00051,0.00047,0.00046,0.00342,0.00035,-0.00139,-0.00012,-0.00136,-0.00209,0.00875,0.00982,0.00429,0.00198,0.00109,0.00024,-18.52,-15.35,-27.48,-46.71,-51.19,-57.48,1.0951,1.0951,1.0951,1.0951,1.0951,1.0951,20,5,1
